地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
怡海花园恒丰园,1室1厅,68.82,西南,精装,低楼层(共26层),2006年,379.0,55072,21, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125506313.html
名都园,2室1厅,72.76,东南 西北,精装,低楼层(共6层),板楼,332.0,45630,12, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125401487.html
阳光星苑北区,3室1厅,84.54,南,精装,高楼层(共16层),2014年,355.0,41992,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125555963.html
蓝天花园,2室1厅,90.68,南 北,简装,低楼层(共6层),板楼,125.0,13785,12, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125314469.html
化四小区,2室1厅,62.05,南,简装,低楼层(共3层),板楼,75.0,12088,8, 28天以前发布,https://bj.lianjia.com/ershoufang/101123437907.html
慧忠北里,3室1厅,205.73,东南,精装,中楼层(共24层),塔楼,1098.0,53371,67, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125181220.html
东滨河路2号院,2室1厅,83.24,南 北,简装,低楼层(共16层),1997年,485.0,58266,15, 21天以前发布,https://bj.lianjia.com/ershoufang/101125993607.html
宣武门西大街南区,2室1厅,50.65,南,精装,底层(共12层),板楼,466.0,92004,31, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123030057.html
10AM新坐标,1室1厅,46.06,南,简装,26层,2005年,229.0,49718,6, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125158035.html
黑山东街,3室1厅,55.91,东 南 北,精装,中楼层(共6层),板楼,150.0,26829,36, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125039549.html
世界名园D区,2室2厅,97.08,南 北,简装,中楼层(共9层),2016年,125.0,12876,8, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125851567.html
田村山南路18号院,2室1厅,71.31,南 北,精装,低楼层(共6层),1999年,416.0,58337,41, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125229075.html
金地格林6,3室2厅,158.6,南 北,精装,中楼层(共5层),板楼,530.0,33418,6, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126020586.html
林海园,2室1厅,85.32,南 北,简装,底层(共6层),板楼,155.0,18167,32, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125033530.html
首邑溪谷,3室1厅,59.81,南 北,精装,高楼层(共16层),2012年,327.0,54674,6, 29天以前发布,https://bj.lianjia.com/ershoufang/101123371950.html
顺源里,2室1厅,49.02,东南,简装,中楼层(共12层),1984年,355.0,72420,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125917637.html
汇景苑二区,2室1厅,86.88,南,简装,低楼层(共29层),2016年,386.0,44430,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101120577896.html
翠成馨园E区,2室1厅,93.32,东南 北,简装,28层,2009年,339.0,36327,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125171112.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101126063219.html
青荷里南山园,2室1厅,82.67,南,精装,中楼层(共29层),2015年,310.0,37499,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125538110.html
西罗园四区,1室1厅,40.95,南,精装,高楼层(共6层),板楼,186.0,45422,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124041350.html
三里屯北小街,2室1厅,62.56,南,简装,顶层(共18层),1985年,468.0,74809,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123937401.html
天通西苑二区,3室1厅,154.63,南 北,简装,低楼层(共32层),塔楼,350.0,22635,85, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124974891.html
永居胡同,4室1厅,89.38,东 南 西,精装,顶层(共6层),1985年,568.0,63549,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125379441.html
裕龙三区,2室1厅,88.55,南,简装,低楼层(共18层),2009年,310.0,35009,2, 17天以前发布,https://bj.lianjia.com/ershoufang/101120129017.html
光明西里,2室1厅,58.25,南 北,精装,低楼层(共3层),板楼,536.0,92018,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124801623.html
滨河西里中区,3室1厅,89.37,东 西,精装,中楼层(共6层),板楼,253.0,28310,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125997831.html
赵公口小区,2室1厅,57.42,南,简装,中楼层(共6层),板楼,258.0,44933,47, 一年前发布,https://bj.lianjia.com/ershoufang/101125305223.html
北环里小区,3室1厅,71.18,南 北,简装,底层(共5层),1984年,203.88,28643,8, 31天以前发布,https://bj.lianjia.com/ershoufang/101124677472.html
龙聚山庄,4室2厅,199.31,南 北,精装,3层,板楼,199.0,9985,25, 2个月以前发布,https://bj.lianjia.com/ershoufang/101118348938.html
甜水园北里,2室1厅,68.7,南 北,简装,中楼层(共12层),1995年,343.0,49928,48, 3个月以前发布,https://bj.lianjia.com/ershoufang/101120577896.html
首开康乃馨城,1室1厅,76.33,南,精装,低楼层(共9层),2012年,215.0,28168,3, 19天以前发布,https://bj.lianjia.com/ershoufang/101124440369.html
富力城A区,2室1厅,98.54,东北,精装,中楼层(共28层),2004年,969.0,98336,6, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125934419.html
黄村西里,2室1厅,58.18,南 北,简装,中楼层(共5层),1982年,179.0,30767,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125538110.html
合立方,3室1厅,87.6,南 北,精装,低楼层(共21层),2010年,420.0,47946,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126129753.html
华瀚福园C区,2室1厅,66.09,东南,精装,高楼层(共24层),板楼,268.0,40551,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126063219.html
北窑地,2室1厅,56.62,南 北,简装,中楼层(共6层),板楼,217.0,38326,23, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
京城雅居,5室1厅,207.34,南 北,精装,中楼层(共5层),板楼,750.0,36173,51, 一年前发布,https://bj.lianjia.com/ershoufang/101125022003.html
gogo新世代,1室0厅,37.98,西,简装,中楼层(共30层),2005年,189.0,49764,34, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125578787.html
恒华安纳湖,2室1厅,88.49,南 北,简装,低楼层(共16层),2011年,165.0,18647,22, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126129753.html
莲花池西路6号院,3室2厅,104.2,东南,精装,中楼层(共20层),塔楼,666.0,63916,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124472310.html
天时名苑,3室2厅,155.68,南 西南,简装,中楼层(共20层),板塔结合,680.0,43680,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101121375161.html
西便门西里,2室1厅,59.24,东 南 西,毛坯,高楼层(共20层),塔楼,550.0,92843,4, 14天以前发布,https://bj.lianjia.com/ershoufang/101121197938.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125840503.html
月华新村,2室2厅,75.55,南 北,简装,低楼层(共6层),板楼,179.0,23693,0, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125997831.html
三家店新建路,2室1厅,65.85,南 北,简装,底层(共6层),板楼,119.0,18072,15, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123782440.html
行宫园,3室1厅,99.11,南 北,简装,底层(共12层),板塔结合,123.0,12411,64, 10个月以前发布,https://bj.lianjia.com/ershoufang/101125735830.html
和悦居10号院,2室1厅,81.76,南 北,精装,低楼层(共14层),板楼,228.0,27887,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126068160.html
中粮天恒天悦壹号,4室1厅,136.69,南 北,毛坯,中楼层(共14层),板楼,999.0,73086,49, 11个月以前发布,https://bj.lianjia.com/ershoufang/101123221922.html
西宏苑,1室1厅,58.04,西北,简装,低楼层(共11层),板塔结合,173.0,29808,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101121784853.html
慈云寺,1室0厅,21.77,南,简装,高楼层(共6层),1991年,135.0,62012,23, 29天以前发布,https://bj.lianjia.com/ershoufang/101121079918.html
北滨河路2号院,3室1厅,75.0,东南,精装,低楼层(共20层),板塔结合,1205.0,160667,18, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125589460.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122757115.html
万科蓝蓝沁家园,2室1厅,73.4,南 北,精装,低楼层(共18层),2014年,475.0,64714,32, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125165631.html
沿海赛洛城二期,1室0厅,58.08,南,简装,24层,板楼,270.0,46488,9, 29天以前发布,https://bj.lianjia.com/ershoufang/101121375161.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125849375.html
卢沟桥南里,1室1厅,38.19,南,精装,高楼层(共6层),板楼,138.0,36136,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121079918.html
行宫园,3室1厅,99.11,南 北,简装,底层(共12层),板塔结合,123.0,12411,64, 10个月以前发布,https://bj.lianjia.com/ershoufang/101123221922.html
金泰先锋北区,2室1厅,91.35,南,精装,18层,2008年,725.0,79366,6, 31天以前发布,https://bj.lianjia.com/ershoufang/101125110685.html
中海金玺公馆,3室2厅,112.11,南 北,毛坯,高楼层(共20层),板楼,780.0,69575,11, 20天以前发布,https://bj.lianjia.com/ershoufang/101126060189.html
义宾南区,2室1厅,62.47,东 西,精装,高楼层(共6层),1988年,153.0,24492,17, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126218217.html
大有北里,4室2厅,125.8,南 北,精装,顶层(共6层),板楼,1450.0,115263,21, 8个月以前发布,https://bj.lianjia.com/ershoufang/101126214107.html
铭科苑,2室1厅,66.3,东 西,精装,6层,板楼,385.0,58070,6, 16天以前发布,https://bj.lianjia.com/ershoufang/101123949100.html
八宝山南路29号院,1室1厅,59.08,南 北,精装,中楼层(共6层),1998年,215.0,36392,1, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126251921.html
北京邮电大学家属院,2室1厅,50.1,南,精装,5层,板楼,369.0,73653,54, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126037800.html
恒大名都,1室1厅,60.25,西,简装,中楼层(共29层),2017年,307.0,50955,10, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125978573.html
南平里,2室1厅,59.8,南 北,精装,顶层(共6层),板楼,140.0,23412,5, 8天以前发布,https://bj.lianjia.com/ershoufang/101125972691.html
美立方,3室1厅,128.79,东 北 南,精装,低楼层(共17层),板楼,791.0,61418,56, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122572552.html
南庭新苑南区,2室1厅,58.86,南,简装,顶层(共15层),2010年,241.0,40945,13, 7个月以前发布,https://bj.lianjia.com/ershoufang/101124974891.html
天通西苑二区,3室1厅,154.63,南 北,简装,低楼层(共32层),塔楼,350.0,22635,85, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124081018.html
永居胡同,4室1厅,89.38,东 南 西,精装,顶层(共6层),1985年,568.0,63549,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125206465.html
赵公口小区,2室1厅,57.42,南,简装,中楼层(共6层),板楼,258.0,44933,47, 一年前发布,https://bj.lianjia.com/ershoufang/101126264276.html
名苑雅居,2室2厅,81.51,南,精装,中楼层(共14层),2005年,688.0,84407,28, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124650740.html
龙鼎园,2室2厅,91.62,南 北,精装,中楼层(共11层),板楼,299.0,32635,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125911159.html
政馨园二区,1室1厅,61.0,南,简装,中楼层(共19层),2004年,268.0,43935,11, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124140477.html
万年花城一期,2室1厅,100.39,南,简装,高楼层(共16层),2005年,699.0,69629,16, 9个月以前发布,https://bj.lianjia.com/ershoufang/101125290187.html
苹果派,2室1厅,83.2,西南,精装,中楼层(共11层),2007年,455.0,54688,15, 5天以前发布,https://bj.lianjia.com/ershoufang/101125876555.html
瑞丽江畔,2室1厅,71.53,西,精装,21层,2005年,429.0,59975,12, 30天以前发布,https://bj.lianjia.com/ershoufang/101123849349.html
汉华苑,3室1厅,117.54,东南,简装,高楼层(共22层),1999年,620.0,52749,5, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125912742.html
棕榈泉国际公寓,3室2厅,179.58,南 西,精装,中楼层(共30层),2004年,1660.0,92438,58, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126111837.html
科委宿舍,2室1厅,49.9,南 北,精装,中楼层(共14层),1985年,500.0,100201,8, 26天以前发布,https://bj.lianjia.com/ershoufang/101124717792.html
龙鼎园,2室2厅,91.62,南 北,精装,中楼层(共11层),板楼,299.0,32635,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124786625.html
首座御园二区二期,2室1厅,92.66,南 北,简装,低楼层(共13层),板塔结合,309.0,33348,0, 15天以前发布,https://bj.lianjia.com/ershoufang/101125157190.html
京棉新城三厂,2室1厅,88.09,南,精装,中楼层(共24层),2011年,458.0,51993,6, 28天以前发布,https://bj.lianjia.com/ershoufang/101126032833.html
天伦北里,3室2厅,157.93,南,简装,中楼层(共19层),塔楼,936.0,59267,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101123178235.html
东卫城,2室2厅,116.27,西,精装,高楼层(共26层),塔楼,420.0,36123,1, 19天以前发布,https://bj.lianjia.com/ershoufang/101124128440.html
安苑北里,2室2厅,69.63,东南,精装,低楼层(共25层),2000年,465.0,66782,40, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124994033.html
广安门内大街,2室1厅,57.82,南 北,精装,中楼层(共6层),1980年,509.0,88032,49, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123085193.html
京棉新城三厂,2室1厅,92.43,东南 北,简装,高楼层(共28层),2015年,465.0,50309,2, 27天以前发布,https://bj.lianjia.com/ershoufang/101125736794.html
左安浦园,1室0厅,39.01,北,精装,高楼层(共18层),2004年,325.0,83312,40, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122808783.html
富力丹麦小镇D区,2室2厅,99.3,南,精装,8层,板楼,230.0,23163,22, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125432229.html
北太平路16号院,3室2厅,132.72,南 北,简装,低楼层(共11层),板楼,1239.0,93355,35, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
东柳西里,1室1厅,35.63,南,简装,5层,板楼,135.0,37890,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124901409.html
先锋公寓,3室1厅,134.65,西 东北,简装,中楼层(共15层),2003年,273.0,20275,25, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125890534.html
都会华庭,2室1厅,94.02,西南,简装,低楼层(共30层),2001年,498.0,52968,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123978926.html
甘家口小区,1室1厅,45.5,东南,精装,高楼层(共9层),1996年,369.0,81099,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124524847.html
靛厂锦园,2室1厅,86.67,南 北,精装,低楼层(共9层),板楼,399.0,46037,44, 6个月以前发布,https://bj.lianjia.com/ershoufang/101122827115.html
天伦锦城,1室2厅,57.91,南 北,精装,低楼层(共10层),2006年,225.0,38854,21, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124512916.html
首开香溪郡,3室3厅,161.84,南 北,精装,底层(共8层),2016年,459.0,28362,23, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124102375.html
华威西里,1室1厅,52.28,南,简装,顶层(共6层),板楼,215.0,41125,31, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123675284.html
劲松九区,1室1厅,44.32,南,精装,中楼层(共16层),1986年,216.0,48737,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125202073.html
滨河西里中区,3室1厅,89.37,东 西,精装,中楼层(共6层),板楼,253.0,28310,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121124943.html
望都家园,2室2厅,123.48,南 北,精装,7层,板楼,319.0,25835,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126263646.html
三里屯北小街,2室1厅,62.56,南,简装,顶层(共18层),1985年,468.0,74809,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124190926.html
西罗园南里,1室1厅,42.8,南,简装,顶层(共6层),1996年,179.0,41823,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123525762.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121620329.html
景粼原著,3室2厅,138.4,南 西 北,精装,高楼层(共11层),板楼,1030.0,74422,10, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125648218.html
和景园,2室1厅,99.61,东,简装,低楼层(共9层),板楼,670.0,67263,13, 17天以前发布,https://bj.lianjia.com/ershoufang/101123707011.html
龙泽苑东区,3室1厅,121.8,东 西,简装,6层,板楼,485.0,39820,8, 6天以前发布,https://bj.lianjia.com/ershoufang/101125636925.html
期颐百年,3室1厅,66.26,南,精装,顶层(共9层),2010年,290.0,43767,90, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125972691.html
富强西里,3室1厅,68.91,南 北,简装,顶层(共5层),板楼,183.0,26557,11, 4个月以前发布,https://bj.lianjia.com/ershoufang/101120129017.html
右外东庄,2室1厅,74.1,南,简装,16层,塔楼,368.0,49663,19, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125299577.html
城建上河湾北区,3室1厅,82.89,南 北,精装,中楼层(共14层),板塔结合,152.0,18338,2, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126025517.html
三不老胡同,1室0厅,13.79,东,简装,底层(共1层),暂无数据,238.0,172589,8, 19天以前发布,https://bj.lianjia.com/ershoufang/101124417534.html
芳群公寓,3室1厅,148.01,南,简装,低楼层(共31层),2000年,698.0,47159,36, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125102756.html
冠城大通澜石,3室1厅,120.47,南 北,精装,中楼层(共26层),2012年,1398.0,116046,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125079024.html
北京机床研究所家属楼,2室1厅,56.94,南 北,其他,顶层(共5层),1980年,59.0,10362,6, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
泰河园一里一区,1室1厅,62.72,南 北,简装,中楼层(共11层),板楼,300.0,47832,1, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125482581.html
长馨园,2室1厅,71.71,南 北,简装,中楼层(共15层),2013年,199.0,27751,23, 9个月以前发布,https://bj.lianjia.com/ershoufang/101124455191.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101120755938.html
飘HOME,1室1厅,59.89,西,简装,低楼层(共25层),2004年,288.0,48089,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125899492.html
国美第一城3号院,2室2厅,79.52,东北,精装,27层,2007年,395.0,49674,50, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126109023.html
太阳公元北区,4室2厅,219.87,南 北,精装,中楼层(共22层),2011年,3120.0,141903,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124389995.html
万科城市花园,3室2厅,108.3,南 北,简装,底层(共5层),板楼,430.0,39705,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124171299.html
世纪东方城北区,1室1厅,72.95,南,精装,中楼层(共11层),板楼,385.0,52776,43, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125596388.html
海淀路小区,2室1厅,43.9,东,精装,5层,板楼,380.0,86561,37, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125858441.html
隆盛园,2室1厅,82.74,南 北,简装,顶层(共6层),板塔结合,123.0,14866,29, 一年前发布,https://bj.lianjia.com/ershoufang/101115039557.html
阳光上东,3室1厅,189.69,南 北 东,精装,底层(共9层),2008年,1368.0,72118,92, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125573121.html
海特花园西区,2室2厅,92.85,南 北,精装,中楼层(共7层),1995年,355.0,38234,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122954573.html
南平里,2室1厅,62.21,南 北,精装,高楼层(共6层),板楼,180.0,28935,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126162909.html
中塔园,2室1厅,56.86,东 西,简装,顶层(共6层),板楼,403.0,70876,57, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125025518.html
阳光花园,1室1厅,54.54,西南,精装,16层,2010年,420.0,77008,15, 16天以前发布,https://bj.lianjia.com/ershoufang/101120723537.html
来北家园,1室1厅,54.1,南,简装,中楼层(共16层),2021年,248.0,45842,4, 11天以前发布,https://bj.lianjia.com/ershoufang/101126092382.html
世纪龙祥嘉园,2室1厅,92.07,南 北,精装,高楼层(共15层),板楼,510.0,55393,52, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126099876.html
南湖东园二区,1室1厅,58.71,南 北,简装,顶层(共6层),板楼,285.0,48544,30, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124605200.html
天月园,3室2厅,158.63,南 北,精装,高楼层(共18层),板楼,1378.0,86869,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124234493.html
中海枫涟山庄,3室2厅,122.18,南 北,简装,中楼层(共6层),板楼,1120.0,91669,48, 10个月以前发布,https://bj.lianjia.com/ershoufang/101121096582.html
农光南路,3室1厅,85.04,南 北,简装,中楼层(共14层),板塔结合,388.0,45626,53, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123195969.html
阳光邑上,2室1厅,85.62,南 北,简装,顶层(共6层),2011年,298.0,34805,3, 13天以前发布,https://bj.lianjia.com/ershoufang/101125952627.html
公园1872,2室1厅,121.95,南,精装,中楼层(共32层),2010年,1080.0,88561,29, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125436117.html
首座御园二区二期,2室1厅,92.66,南 北,简装,低楼层(共13层),板塔结合,309.0,33348,0, 15天以前发布,https://bj.lianjia.com/ershoufang/101124573368.html
仓房小区,2室1厅,65.9,南 北,简装,中楼层(共6层),板楼,102.0,15478,5, 10个月以前发布,https://bj.lianjia.com/ershoufang/101121285596.html
首开常青藤二期,3室1厅,91.33,南 北,简装,中楼层(共6层),板楼,625.0,68434,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124571122.html
希格玛公寓,2室1厅,91.74,北,精装,中楼层(共20层),塔楼,673.0,73360,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126117566.html
周家庄中路19号院,2室1厅,89.07,东 南 北,简装,低楼层(共25层),2015年,478.0,53666,100, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124665369.html
惠泽家园,2室1厅,84.54,南 北,简装,中楼层(共6层),板楼,198.0,23421,4, 14天以前发布,https://bj.lianjia.com/ershoufang/101123849349.html
中海枫涟山庄,3室2厅,122.18,南 北,简装,中楼层(共6层),板楼,1120.0,91669,48, 10个月以前发布,https://bj.lianjia.com/ershoufang/101124840141.html
帅府园二期,2室2厅,86.64,南,精装,高楼层(共21层),板楼,537.0,61981,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122954573.html
世纪龙祥嘉园,2室1厅,92.07,南 北,精装,高楼层(共15层),板楼,510.0,55393,52, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125086431.html
慧忠北里第二社区,2室1厅,70.96,南,简装,中楼层(共16层),板楼,441.0,62148,114, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125128402.html
新光大中心,1室1厅,57.67,北,精装,低楼层(共41层),塔楼,135.0,23410,11, 24天以前发布,https://bj.lianjia.com/ershoufang/101126126070.html
公园1872,2室1厅,121.95,南,精装,中楼层(共32层),2010年,1080.0,88561,29, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125314080.html
