地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
金地格林6,3室2厅,158.6,南 北,精装,中楼层(共5层),板楼,530.0,33418,6, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123909355.html
黑山东街,3室1厅,55.91,东 南 北,精装,中楼层(共6层),板楼,150.0,26829,36, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124167802.html
顺源里,2室1厅,49.02,东南,简装,中楼层(共12层),1984年,355.0,72420,20, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123030057.html
翠成馨园E区,2室1厅,93.32,东南 北,简装,28层,2009年,339.0,36327,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123949272.html
京艺天朗雅园,2室1厅,89.3,南 北,精装,中楼层(共6层),板楼,355.0,39754,8, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125997831.html
汇景苑二区,2室1厅,86.88,南,简装,低楼层(共29层),2016年,386.0,44430,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124677472.html
林海园,2室1厅,85.32,南 北,简装,底层(共6层),板楼,155.0,18167,32, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124385445.html
首邑溪谷,3室1厅,59.81,南 北,精装,高楼层(共16层),2012年,327.0,54674,6, 29天以前发布,https://bj.lianjia.com/ershoufang/101123957152.html
10AM新坐标,1室1厅,46.06,南,简装,26层,2005年,229.0,49718,6, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125307021.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101120723882.html
青荷里南山园,2室1厅,82.67,南,精装,中楼层(共29层),2015年,310.0,37499,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101118348938.html
铭科苑,2室1厅,66.3,东 西,精装,6层,板楼,385.0,58070,6, 16天以前发布,https://bj.lianjia.com/ershoufang/101126013064.html
八宝山南路29号院,1室1厅,59.08,南 北,精装,中楼层(共6层),1998年,215.0,36392,1, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123949100.html
地震局宿舍,1室1厅,46.66,南,简装,高楼层(共6层),1994年,179.0,38363,45, 4个月以前发布,https://bj.lianjia.com/ershoufang/101121784853.html
石佛营西里小区,2室1厅,75.8,南 北,简装,15层,板楼,345.0,45515,19, 6天以前发布,https://bj.lianjia.com/ershoufang/101125110685.html
芳群园二区,2室1厅,58.65,南 北,简装,顶层(共5层),板楼,310.0,52856,11, 9个月以前发布,https://bj.lianjia.com/ershoufang/101123371950.html
北京邮电大学家属院,2室1厅,50.1,南,精装,5层,板楼,369.0,73653,54, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122338120.html
恒大名都,1室1厅,60.25,西,简装,中楼层(共29层),2017年,307.0,50955,10, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126218217.html
山水蓝维,3室2厅,152.85,南 西 北,精装,中楼层(共6层),板楼,1030.0,67387,39, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126060189.html
花家地西里二区,3室1厅,98.22,南 北,精装,6层,板楼,588.0,59866,19, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126105884.html
新居里,2室1厅,68.1,南 北,简装,底层(共6层),板楼,186.0,27313,10, 24天以前发布,https://bj.lianjia.com/ershoufang/101123782440.html
北大地四里,2室1厅,52.0,南 北,简装,中楼层(共5层),板楼,228.0,43847,51, 8个月以前发布,https://bj.lianjia.com/ershoufang/101125967313.html
大有北里,4室2厅,125.8,南 北,精装,顶层(共6层),板楼,1450.0,115263,21, 8个月以前发布,https://bj.lianjia.com/ershoufang/101122237051.html
鲁能7号院溪园,2室1厅,85.91,南,精装,低楼层(共14层),板楼,229.0,26656,6, 8天以前发布,https://bj.lianjia.com/ershoufang/101124575880.html
安华里社区,1室1厅,42.83,南,简装,顶层(共6层),板楼,228.0,53234,39, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126037800.html
松榆里,1室1厅,53.85,南 北,简装,顶层(共7层),1991年,215.0,39926,3, 14天以前发布,https://bj.lianjia.com/ershoufang/101125589460.html
兴隆家园,2室1厅,90.04,西南,简装,24层,塔楼,475.0,52755,24, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125171112.html
双龙南里,2室1厅,64.93,东南,精装,低楼层(共18层),塔楼,299.0,46050,31, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124833494.html
首创禧瑞墅,4室6厅,252.51,南 北,精装,上叠(共3层),板楼,750.0,29702,22, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123050052.html
忠实里,2室1厅,59.42,西北,简装,高楼层(共16层),塔楼,530.0,89196,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
天通苑北二区,2室1厅,113.72,南 北,简装,高楼层(共17层),2004年,389.0,34207,29, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124433747.html
中国铁建原香漫谷二区,3室1厅,92.83,南 北 西,精装,中楼层(共20层),2015年,170.0,18314,8, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126110127.html
冠雅苑,2室2厅,74.22,南 北,简装,低楼层(共6层),板楼,205.0,27621,10, 27天以前发布,https://bj.lianjia.com/ershoufang/101123966245.html
板桥南街7号院,1室1厅,56.06,南 北,简装,中楼层(共15层),2015年,96.0,17125,91, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125722465.html
三家店新建路,2室1厅,65.85,南 北,简装,底层(共6层),板楼,119.0,18072,15, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125370305.html
新兴家园,2室1厅,90.31,南 北,精装,10层,板楼,215.0,23807,7, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125335955.html
东辛房,2室1厅,64.22,南 北,简装,顶层(共2层),板楼,128.0,19932,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101121197938.html
海户西里31号院,2室1厅,52.57,南 北,精装,中楼层(共6层),板楼,249.0,47366,37, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125022003.html
王皮胡同,1室0厅,16.6,南,精装,底层(共1层),平房,230.0,138555,7, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125578787.html
水碓子东路,2室1厅,55.55,南,简装,高楼层(共6层),板楼,269.0,48425,9, 15天以前发布,https://bj.lianjia.com/ershoufang/101123891388.html
翰林庭院,2室2厅,110.94,北 南,简装,中楼层(共15层),2008年,430.0,38760,4, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
地震局宿舍,1室1厅,46.66,南,简装,高楼层(共6层),1994年,179.0,38363,45, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123949100.html
西便门内大街79号院,2室1厅,52.59,东南,精装,底层(共4层),板楼,466.0,88611,10, 8个月以前发布,https://bj.lianjia.com/ershoufang/101125307021.html
云景里,3室1厅,110.35,南 北,简装,高楼层(共6层),1995年,289.0,26190,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125849375.html
铭科苑,2室1厅,66.3,东 西,精装,6层,板楼,385.0,58070,6, 16天以前发布,https://bj.lianjia.com/ershoufang/101126037800.html
中海金玺公馆,3室2厅,112.11,南 北,毛坯,高楼层(共20层),板楼,780.0,69575,11, 20天以前发布,https://bj.lianjia.com/ershoufang/101126060189.html
安华里社区,1室1厅,42.83,南,简装,顶层(共6层),板楼,228.0,53234,39, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124401494.html
首创新悦都二区,3室1厅,88.52,东 南 北,精装,中楼层(共17层),2014年,320.0,36151,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101126218217.html
北大地四里,2室1厅,52.0,南 北,简装,中楼层(共5层),板楼,228.0,43847,51, 8个月以前发布,https://bj.lianjia.com/ershoufang/101125998141.html
松榆里,1室1厅,53.85,南 北,简装,顶层(共7层),1991年,215.0,39926,3, 14天以前发布,https://bj.lianjia.com/ershoufang/101124575880.html
恒大名都,1室1厅,60.25,西,简装,中楼层(共29层),2017年,307.0,50955,10, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124102375.html
玉泉路西街2号院,2室1厅,54.6,东 西,精装,中楼层(共6层),1986年,232.0,42491,47, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124498896.html
曙光里,1室1厅,44.29,东南,简装,低楼层(共18层),1992年,236.0,53286,18, 15天以前发布,https://bj.lianjia.com/ershoufang/101125967313.html
鲁能7号院溪园,2室1厅,85.91,南,精装,低楼层(共14层),板楼,229.0,26656,6, 8天以前发布,https://bj.lianjia.com/ershoufang/101122268926.html
甜水园东里,1室1厅,41.06,南 北,简装,高楼层(共6层),板楼,222.0,54068,10, 8天以前发布,https://bj.lianjia.com/ershoufang/101123015669.html
倒座庙,1室1厅,45.89,南 北,精装,中楼层(共6层),板楼,449.0,97843,4, 20天以前发布,https://bj.lianjia.com/ershoufang/101123675284.html
农光南路,3室1厅,85.04,南 北,简装,中楼层(共14层),板塔结合,388.0,45626,53, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125314080.html
芍药居5号院,3室1厅,74.78,南 北,精装,顶层(共5层),板楼,535.0,71544,34, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123941528.html
棕榈泉国际公寓,3室2厅,179.58,南 西,精装,中楼层(共30层),2004年,1660.0,92438,58, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125507566.html
和平街十一区,2室1厅,63.17,东 西 北,精装,5层,1958年,465.0,73611,12, 10天以前发布,https://bj.lianjia.com/ershoufang/101124665369.html
金隅美和园,2室2厅,83.6,南 北,精装,高楼层(共9层),2009年,568.0,67943,40, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124419785.html
双林苑,2室1厅,93.62,南 北,简装,中楼层(共6层),2009年,413.0,44115,43, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126126070.html
帅府园二期,2室2厅,86.64,南,精装,高楼层(共21层),板楼,537.0,61981,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124583076.html
天堂河南区,1室1厅,43.39,南,精装,中楼层(共4层),板楼,95.0,21895,17, 28天以前发布,https://bj.lianjia.com/ershoufang/101124457341.html
甘露晴苑,3室1厅,103.51,东南 南,简装,高楼层(共22层),2001年,568.0,54874,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101120723537.html
阳光邑上,2室1厅,85.62,南 北,简装,顶层(共6层),2011年,298.0,34805,3, 13天以前发布,https://bj.lianjia.com/ershoufang/101126162909.html
王致和腐乳厂宿舍,2室1厅,55.6,南 北,精装,顶层(共5层),板楼,286.0,51439,22, 14天以前发布,https://bj.lianjia.com/ershoufang/101125206465.html
加州水郡三期,1室1厅,53.78,南,简装,高楼层(共14层),2010年,129.0,23987,16, 19天以前发布,https://bj.lianjia.com/ershoufang/101125341614.html
佳慧雅园,2室1厅,78.35,西南,简装,低楼层(共16层),2008年,990.0,126357,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126264276.html
天月园,3室2厅,158.63,南 北,精装,高楼层(共18层),板楼,1378.0,86869,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125386724.html
世纪龙祥嘉园,2室1厅,92.07,南 北,精装,高楼层(共15层),板楼,510.0,55393,52, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123849349.html
管庄西里,2室1厅,64.95,南 北,精装,中楼层(共6层),板楼,315.0,48499,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125596388.html
金汉绿港三区,3室2厅,95.12,南 北,简装,高楼层(共18层),2009年,318.0,33432,35, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
国美第一城3号院,2室2厅,79.52,东北,精装,27层,2007年,395.0,49674,50, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122199380.html
珠光逸景二期,2室1厅,74.38,南 北,简装,底层(共6层),2013年,228.0,30654,6, 26天以前发布,https://bj.lianjia.com/ershoufang/101122528087.html
北京机床研究所家属楼,2室1厅,56.94,南 北,其他,顶层(共5层),1980年,59.0,10362,6, 7个月以前发布,https://bj.lianjia.com/ershoufang/101123502639.html
世纪东方城北区,1室1厅,72.95,南,精装,中楼层(共11层),板楼,385.0,52776,43, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125953147.html
新华街一里,3室1厅,68.72,南 北,简装,低楼层(共6层),板楼,299.0,43510,87, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125737681.html
冠城大通澜石,3室1厅,120.47,南 北,精装,中楼层(共26层),2012年,1398.0,116046,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122868527.html
怡然世家,1室1厅,51.86,南,简装,28层,2013年,175.0,33745,3, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123525762.html
滨河东里南区,2室1厅,54.98,东 南,简装,中楼层(共6层),板楼,168.0,30557,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101122384159.html
非常生活,1室0厅,41.75,北,简装,23层,2004年,236.0,56527,3, 24天以前发布,https://bj.lianjia.com/ershoufang/101125299577.html
芳园南里,2室1厅,53.97,南 北,简装,底层(共6层),1986年,259.0,47990,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101118368869.html
长阳半岛2号院,2室1厅,87.65,南 北,精装,低楼层(共28层),2012年,295.0,33657,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101120515255.html
康泽佳苑北区,2室1厅,78.29,南,简装,高楼层(共30层),2015年,229.0,29251,26, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123989989.html
加州水郡三期,1室1厅,58.66,南,精装,中楼层(共15层),2009年,139.0,23696,27, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
飘HOME,1室1厅,59.89,西,简装,低楼层(共25层),2004年,288.0,48089,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124234493.html
居善园,1室0厅,46.25,西,简装,低楼层(共18层),板楼,85.0,18379,3, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124903266.html
天通苑东二区,3室1厅,146.08,西南,简装,高楼层(共7层),2001年,329.0,22522,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125154475.html
临镜苑,4室2厅,156.91,西南,精装,高楼层(共16层),2008年,497.0,31675,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123707011.html
悦君家园,2室1厅,75.18,南 西,精装,16层,板楼,225.0,29929,25, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121620329.html
板桥南街8号院,3室1厅,108.69,南 北,精装,顶层(共11层),板楼,175.0,16101,22, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122808783.html
金家村1号院,3室1厅,86.46,南 北,简装,顶层(共6层),板楼,380.0,43951,64, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123103452.html
加州水郡三期,1室1厅,58.66,南,精装,中楼层(共15层),2009年,139.0,23696,27, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125888287.html
青荷里南山园,3室2厅,103.1,南 北,简装,中楼层(共29层),板楼,376.0,36470,32, 10个月以前发布,https://bj.lianjia.com/ershoufang/101124277302.html
长阳半岛2号院,2室1厅,87.65,南 北,精装,低楼层(共28层),2012年,295.0,33657,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125736794.html
大方居,2室2厅,89.25,西,精装,高楼层(共22层),板塔结合,265.0,29692,40, 7个月以前发布,https://bj.lianjia.com/ershoufang/101124128440.html
右外东庄,2室1厅,74.1,南,简装,16层,塔楼,368.0,49663,19, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122971758.html
芳星园三区,1室1厅,66.62,东南,简装,低楼层(共9层),2000年,269.0,40379,61, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125277765.html
长馨园,2室1厅,71.71,南 北,简装,中楼层(共15层),2013年,199.0,27751,23, 9个月以前发布,https://bj.lianjia.com/ershoufang/101123989989.html
天堂河北区,2室1厅,70.61,南 北,精装,中楼层(共5层),板楼,176.0,24926,4, 27天以前发布,https://bj.lianjia.com/ershoufang/101123914242.html
龙湖香醍漫步二区,2室1厅,100.36,南 北,毛坯,6层,2009年,309.0,30790,7, 7个月以前发布,https://bj.lianjia.com/ershoufang/101122632002.html
富强西里,3室1厅,68.91,南 北,简装,顶层(共5层),板楼,183.0,26557,11, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126074146.html
和景园,2室1厅,99.61,东,简装,低楼层(共9层),板楼,670.0,67263,13, 17天以前发布,https://bj.lianjia.com/ershoufang/101123502639.html
万泉寺南里,1室1厅,52.87,南 北,其他,中楼层(共4层),板楼,236.0,44638,8, 23天以前发布,https://bj.lianjia.com/ershoufang/101124331167.html
怡然世家,1室1厅,51.86,南,简装,28层,2013年,175.0,33745,3, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122384159.html
珠光逸景二期,2室1厅,74.38,南 北,简装,底层(共6层),2013年,228.0,30654,6, 26天以前发布,https://bj.lianjia.com/ershoufang/101125636925.html
永乐西区,2室1厅,60.52,南,简装,中楼层(共6层),1988年,228.0,37674,44, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125750040.html
天通苑中苑,3室1厅,146.53,南 北,精装,中楼层(共11层),板楼,678.0,46271,59, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124994033.html
中海紫御公馆,2室1厅,61.63,西北,精装,中楼层(共22层),板塔结合,619.0,100439,55, 7个月以前发布,https://bj.lianjia.com/ershoufang/101123816459.html
南海雅苑南区,2室1厅,75.88,东,精装,高楼层(共16层),2015年,205.0,27017,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101120515255.html
首创紫悦台,2室1厅,75.15,南 北,精装,低楼层(共24层),2017年,218.0,29009,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123015782.html
龙华园,2室1厅,71.91,南 北,精装,6层,板楼,325.0,45196,87, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126107936.html
世界名园北区,3室2厅,140.01,南 北,精装,中楼层(共10层),2011年,177.0,12642,5, 31天以前发布,https://bj.lianjia.com/ershoufang/101125118168.html
朝丰家园8号院,2室1厅,77.6,南 北,精装,底层(共18层),2009年,258.0,33248,33, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123442697.html
北太平路16号院,3室2厅,132.72,南 北,简装,低楼层(共11层),板楼,1239.0,93355,35, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124583076.html
北京新天地一期,2室1厅,96.21,南,精装,高楼层(共28层),板塔结合,495.0,51450,2, 16天以前发布,https://bj.lianjia.com/ershoufang/101125803028.html
望馨花园,4室2厅,203.56,南 北,精装,顶层(共5层),板楼,1125.0,55267,16, 4个月以前发布,https://bj.lianjia.com/ershoufang/101121285596.html
仓房小区,2室1厅,65.9,南 北,简装,中楼层(共6层),板楼,102.0,15478,5, 10个月以前发布,https://bj.lianjia.com/ershoufang/101125887153.html
首开常青藤二期,3室1厅,91.33,南 北,简装,中楼层(共6层),板楼,625.0,68434,28, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123064613.html
京棉新城三厂,2室1厅,92.43,东南 北,简装,高楼层(共28层),2015年,465.0,50309,2, 27天以前发布,https://bj.lianjia.com/ershoufang/101123462841.html
广安门内大街,2室1厅,57.82,南 北,精装,中楼层(共6层),1980年,509.0,88032,49, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125528932.html
山水文园三期,2室2厅,120.55,南 北,精装,8层,板楼,999.0,82871,26, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126099876.html
万科新里程59号院,3室2厅,108.15,南 北,精装,底层(共9层),板楼,479.0,44291,3, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125694921.html
常楹公元,2室1厅,83.37,南,精装,中楼层(共25层),板塔结合,639.0,76647,86, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124081069.html
科技大学家属院(海淀),2室1厅,51.7,南,简装,中楼层(共5层),板楼,448.0,86654,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123873119.html
冠城名敦道B区,3室2厅,179.31,南 北,精装,低楼层(共27层),板楼,2080.0,116001,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125999662.html
工体南路,2室1厅,40.99,南 北,简装,中楼层(共5层),板楼,285.0,69530,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101125290187.html
首座御园二区二期,2室1厅,92.66,南 北,简装,低楼层(共13层),板塔结合,309.0,33348,0, 15天以前发布,https://bj.lianjia.com/ershoufang/101124571122.html
首开国风美仑,2室1厅,73.8,南,简装,高楼层(共16层),板楼,217.0,29404,10, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126089510.html
汇园公寓,2室2厅,107.92,南 北,精装,低楼层(共15层),1990年,770.0,71350,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125573121.html
丽水嘉园,3室1厅,157.08,东南 北,简装,中楼层(共29层),2001年,1118.0,71174,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125428490.html
米兰花园,2室1厅,97.4,东 西,简装,6层,2004年,260.0,26695,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126079025.html
万科紫苑,3室1厅,156.11,南 北,精装,高楼层(共15层),2009年,1150.0,73667,5, 16天以前发布,https://bj.lianjia.com/ershoufang/101125202073.html
安慧里三区,4室2厅,155.65,南 北,精装,低楼层(共18层),1990年,920.0,59107,46, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124302258.html
西罗园南里,1室1厅,42.8,南,简装,顶层(共6层),1996年,179.0,41823,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122923132.html
景粼原著,3室2厅,138.4,南 西 北,精装,高楼层(共11层),板楼,1030.0,74422,10, 11个月以前发布,https://bj.lianjia.com/ershoufang/101126074146.html
临镜苑,4室2厅,156.91,西南,精装,高楼层(共16层),2008年,497.0,31675,25, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126044008.html
天通苑东二区,3室1厅,146.08,西南,简装,高楼层(共7层),2001年,329.0,22522,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125888287.html
居善园,1室0厅,46.25,西,简装,低楼层(共18层),板楼,85.0,18379,3, 6个月以前发布,https://bj.lianjia.com/ershoufang/101122632002.html
龙泽苑东区,3室1厅,121.8,东 西,简装,6层,板楼,485.0,39820,8, 6天以前发布,https://bj.lianjia.com/ershoufang/101125953147.html
和景园,2室1厅,99.61,东,简装,低楼层(共9层),板楼,670.0,67263,13, 17天以前发布,https://bj.lianjia.com/ershoufang/101125118168.html
