地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
海户西里,2室1厅,61.1,南,精装,6层,板楼,256.0,41899,23, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126117566.html
宾阳北里,3室2厅,87.16,南 北,精装,中楼层(共6层),板楼,169.0,19390,1, 23天以前发布,https://bj.lianjia.com/ershoufang/101126069480.html
万年花城一期,2室1厅,100.39,南,简装,高楼层(共16层),2005年,699.0,69629,16, 9个月以前发布,https://bj.lianjia.com/ershoufang/101122954573.html
苹果派,2室1厅,83.2,西南,精装,中楼层(共11层),2007年,455.0,54688,15, 5天以前发布,https://bj.lianjia.com/ershoufang/101126092382.html
益星园,2室2厅,108.68,南 北,简装,高楼层(共10层),板楼,760.0,69931,82, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123066316.html
西罗园四区,1室1厅,68.07,西南,简装,高楼层(共18层),塔楼,319.0,46864,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123390851.html
京投银泰万科西华府,3室2厅,138.95,南 北,精装,低楼层(共20层),板楼,860.0,61893,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125274944.html
静安里,3室1厅,61.37,南 北,简装,高楼层(共12层),1985年,388.0,63224,114, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125289352.html
富力丹麦小镇A区,7室2厅,370.42,南 北,简装,2层,板楼,950.0,25647,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126070062.html
蔚园,2室1厅,64.12,南 北,简装,顶层(共6层),板楼,189.0,29476,28, 29天以前发布,https://bj.lianjia.com/ershoufang/101124419785.html
京贸国际公寓,3室2厅,129.59,西南,精装,高楼层(共24层),2004年,408.0,31484,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123015782.html
芳城园一区,3室1厅,176.46,北,简装,高楼层(共19层),1999年,675.0,38253,110, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125999662.html
康泽佳苑南区,2室1厅,52.7,南,简装,18层,2014年,188.0,35674,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101126032833.html
紫金新干线,1室0厅,46.61,南,精装,高楼层(共9层),2009年,293.0,62863,14, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124708610.html
甘露晴苑,3室1厅,103.51,东南 南,简装,高楼层(共22层),2001年,568.0,54874,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124720778.html
佳慧雅园,2室1厅,78.35,西南,简装,低楼层(共16层),2008年,990.0,126357,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125612731.html
人定湖西里,2室1厅,53.3,南 北,精装,中楼层(共4层),板楼,670.0,125704,21, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126107107.html
逸成东苑,3室1厅,88.96,东南,简装,17层,2003年,899.0,101057,26, 23天以前发布,https://bj.lianjia.com/ershoufang/101126088623.html
加州水郡三期,1室1厅,53.78,南,简装,高楼层(共14层),2010年,129.0,23987,16, 19天以前发布,https://bj.lianjia.com/ershoufang/101124086401.html
安苑北里,2室2厅,69.63,东南,精装,低楼层(共25层),2000年,465.0,66782,40, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124869365.html
东卫城,2室2厅,116.27,西,精装,高楼层(共26层),塔楼,420.0,36123,1, 19天以前发布,https://bj.lianjia.com/ershoufang/101125541141.html
泰晤士印象,3室1厅,102.59,南 北,精装,中楼层(共14层),板塔结合,185.0,18033,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125949937.html
白家庄东里,3室1厅,80.31,南 北,简装,高楼层(共15层),板楼,477.0,59395,79, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124720778.html
地坛北里,2室1厅,83.51,南 北,简装,低楼层(共14层),板塔结合,850.0,101785,14, 24天以前发布,https://bj.lianjia.com/ershoufang/101124717137.html
世纪新景,3室1厅,184.08,南 北,简装,中楼层(共18层),板楼,1730.0,93981,21, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123462841.html
红莲南里,2室1厅,54.05,南 北,简装,顶层(共6层),板楼,388.0,71786,74, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124086401.html
福城国际公寓,2室2厅,107.32,南 北,简装,高楼层(共15层),2008年,160.0,14909,1, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124988045.html
万科新里程59号院,3室2厅,108.15,南 北,精装,底层(共9层),板楼,479.0,44291,3, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126077554.html
华瀚福园D区,3室1厅,64.12,东 南 北,精装,18层,板楼,245.0,38210,14, 12天以前发布,https://bj.lianjia.com/ershoufang/101125286974.html
常楹公元,2室1厅,83.37,南,精装,中楼层(共25层),板塔结合,639.0,76647,86, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125780959.html
科育小区,2室1厅,46.8,南 北,简装,中楼层(共5层),2008年,596.0,127351,50, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125823752.html
长阳半岛怡和南路10号院,3室1厅,102.67,南 北,精装,低楼层(共11层),板楼,359.0,34967,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123756600.html
加州水郡三期,2室1厅,86.66,西北,简装,低楼层(共14层),2010年,183.0,21118,5, 16天以前发布,https://bj.lianjia.com/ershoufang/101125949812.html
理想家园,2室1厅,71.16,东南,简装,25层,塔楼,245.0,34430,16, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126088623.html
