地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
同福园,2室1厅,71.54,南 北,精装,中楼层(共6层),板楼,210.0,29355,3, 18天以前发布,https://bj.lianjia.com/ershoufang/101124600223.html
诚苑南里,1室1厅,56.87,东,简装,低楼层(共9层),2000年,179.0,31476,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125555311.html
荣丰2008,3室2厅,167.53,西南,精装,低楼层(共16层),塔楼,1460.0,87149,52, 10个月以前发布,https://bj.lianjia.com/ershoufang/101124446927.html
新康园,1室1厅,67.2,北,简装,中楼层(共32层),2003年,320.0,47620,15, 8个月以前发布,https://bj.lianjia.com/ershoufang/101123147569.html
东大街东里,2室1厅,74.76,南 北,精装,顶层(共6层),板楼,315.0,42135,53, 一年前发布,https://bj.lianjia.com/ershoufang/101123650846.html
荣丰2008,1室1厅,35.45,北,精装,低楼层(共10层),2005年,365.0,102962,24, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123351813.html
田村山南路18号院,2室1厅,71.31,南 北,精装,低楼层(共6层),1999年,416.0,58337,41, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124780754.html
金地格林6,3室2厅,158.6,南 北,精装,中楼层(共5层),板楼,530.0,33418,6, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125158035.html
世界名园D区,2室2厅,97.08,南 北,简装,中楼层(共9层),2016年,125.0,12876,8, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125993607.html
宣武门西大街南区,2室1厅,50.65,南,精装,底层(共12层),板楼,466.0,92004,31, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125532752.html
东滨河路2号院,2室1厅,83.24,南 北,简装,低楼层(共16层),1997年,485.0,58266,15, 21天以前发布,https://bj.lianjia.com/ershoufang/101124233542.html
荣丰2008,1室1厅,35.45,北,精装,低楼层(共10层),2005年,365.0,102962,24, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125851567.html
如意园,2室1厅,68.85,南 北,毛坯,中楼层(共6层),板楼,265.0,38490,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125379441.html
白家庄北里,2室1厅,57.6,东,简装,低楼层(共13层),1984年,480.0,83334,8, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122268926.html
龙禧苑一区,2室1厅,94.18,南 北,简装,中楼层(共6层),板楼,399.0,42366,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125967313.html
黑山东街,3室1厅,55.91,东 南 北,精装,中楼层(共6层),板楼,150.0,26829,36, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122237051.html
首邑溪谷,3室1厅,59.81,南 北,精装,高楼层(共16层),2012年,327.0,54674,6, 29天以前发布,https://bj.lianjia.com/ershoufang/101123631719.html
10AM新坐标,1室1厅,46.06,南,简装,26层,2005年,229.0,49718,6, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123937401.html
光明西里,2室1厅,58.25,南 北,精装,低楼层(共3层),板楼,536.0,92018,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124974891.html
北京城建兴悦居,1室1厅,66.91,东,简装,高楼层(共21层),板楼,208.0,31087,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123015669.html
当代采育满庭春MOMA,2室1厅,90.23,南 北,简装,中楼层(共18层),2015年,129.0,14297,11, 8个月以前发布,https://bj.lianjia.com/ershoufang/101124102375.html
芳怡园,1室1厅,54.68,东 西,简装,10层,板楼,406.0,74251,8, 20天以前发布,https://bj.lianjia.com/ershoufang/101126020586.html
伟业嘉园西里,3室2厅,126.18,南 北,精装,中楼层(共7层),2005年,315.0,24965,5, 21天以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
北窑地,2室1厅,56.62,南 北,简装,中楼层(共6层),板楼,217.0,38326,23, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126063219.html
听竹院,1室1厅,55.43,南,简装,中楼层(共7层),2017年,142.0,25618,37, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124833494.html
核桃园北里,2室1厅,60.55,南 北,简装,高楼层(共6层),1986年,510.0,84228,10, 17天以前发布,https://bj.lianjia.com/ershoufang/101125538110.html
双龙南里,2室1厅,64.93,东南,精装,低楼层(共18层),塔楼,299.0,46050,31, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125858989.html
首创禧瑞墅,4室6厅,252.51,南 北,精装,上叠(共3层),板楼,750.0,29702,22, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123215925.html
月华新村,2室2厅,75.55,南 北,简装,低楼层(共6层),板楼,179.0,23693,0, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125302343.html
石园东区,2室1厅,69.99,南 北,精装,顶层(共6层),1994年,155.0,22147,5, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
中海紫御公馆,2室2厅,92.05,南,精装,高楼层(共22层),板塔结合,1050.0,114069,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121375161.html
沿海赛洛城二期,1室0厅,58.08,南,简装,24层,板楼,270.0,46488,9, 29天以前发布,https://bj.lianjia.com/ershoufang/101121197938.html
卢沟桥南里,1室1厅,38.19,南,精装,高楼层(共6层),板楼,138.0,36136,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123836774.html
合立方,3室1厅,87.6,南 北,精装,低楼层(共21层),2010年,420.0,47946,59, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123891388.html
华瀚福园C区,2室1厅,66.09,东南,精装,高楼层(共24层),板楼,268.0,40551,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125578787.html
碣石坪,2室1厅,67.99,南 北,简装,中楼层(共6层),1997年,255.0,37506,49, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126090618.html
兴隆家园,2室1厅,90.04,西南,简装,24层,塔楼,475.0,52755,24, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125171112.html
双龙南里,2室1厅,64.93,东南,精装,低楼层(共18层),塔楼,299.0,46050,31, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124833494.html
首创禧瑞墅,4室6厅,252.51,南 北,精装,上叠(共3层),板楼,750.0,29702,22, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123050052.html
忠实里,2室1厅,59.42,西北,简装,高楼层(共16层),塔楼,530.0,89196,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125879517.html
天通苑北二区,2室1厅,113.72,南 北,简装,高楼层(共17层),2004年,389.0,34207,29, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124433747.html
中国铁建原香漫谷二区,3室1厅,92.83,南 北 西,精装,中楼层(共20层),2015年,170.0,18314,8, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126110127.html
冠雅苑,2室2厅,74.22,南 北,简装,低楼层(共6层),板楼,205.0,27621,10, 27天以前发布,https://bj.lianjia.com/ershoufang/101123966245.html
板桥南街7号院,1室1厅,56.06,南 北,简装,中楼层(共15层),2015年,96.0,17125,91, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125722465.html
三家店新建路,2室1厅,65.85,南 北,简装,底层(共6层),板楼,119.0,18072,15, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125370305.html
新兴家园,2室1厅,90.31,南 北,精装,10层,板楼,215.0,23807,7, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125335955.html
东辛房,2室1厅,64.22,南 北,简装,顶层(共2层),板楼,128.0,19932,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101121197938.html
海户西里31号院,2室1厅,52.57,南 北,精装,中楼层(共6层),板楼,249.0,47366,37, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125022003.html
王皮胡同,1室0厅,16.6,南,精装,底层(共1层),平房,230.0,138555,7, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125578787.html
水碓子东路,2室1厅,55.55,南,简装,高楼层(共6层),板楼,269.0,48425,9, 15天以前发布,https://bj.lianjia.com/ershoufang/101123891388.html
翰林庭院,2室2厅,110.94,北 南,简装,中楼层(共15层),2008年,430.0,38760,4, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125447925.html
地震局宿舍,1室1厅,46.66,南,简装,高楼层(共6层),1994年,179.0,38363,45, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123949100.html
西便门内大街79号院,2室1厅,52.59,东南,精装,底层(共4层),板楼,466.0,88611,10, 8个月以前发布,https://bj.lianjia.com/ershoufang/101125307021.html
云景里,3室1厅,110.35,南 北,简装,高楼层(共6层),1995年,289.0,26190,12, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125849375.html
铭科苑,2室1厅,66.3,东 西,精装,6层,板楼,385.0,58070,6, 16天以前发布,https://bj.lianjia.com/ershoufang/101126037800.html
中海金玺公馆,3室2厅,112.11,南 北,毛坯,高楼层(共20层),板楼,780.0,69575,11, 20天以前发布,https://bj.lianjia.com/ershoufang/101126060189.html
安华里社区,1室1厅,42.83,南,简装,顶层(共6层),板楼,228.0,53234,39, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124401494.html
首创新悦都二区,3室1厅,88.52,东 南 北,精装,中楼层(共17层),2014年,320.0,36151,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101126218217.html
北大地四里,2室1厅,52.0,南 北,简装,中楼层(共5层),板楼,228.0,43847,51, 8个月以前发布,https://bj.lianjia.com/ershoufang/101125998141.html
松榆里,1室1厅,53.85,南 北,简装,顶层(共7层),1991年,215.0,39926,3, 14天以前发布,https://bj.lianjia.com/ershoufang/101124575880.html
恒大名都,1室1厅,60.25,西,简装,中楼层(共29层),2017年,307.0,50955,10, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124102375.html
玉泉路西街2号院,2室1厅,54.6,东 西,精装,中楼层(共6层),1986年,232.0,42491,47, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124498896.html
曙光里,1室1厅,44.29,东南,简装,低楼层(共18层),1992年,236.0,53286,18, 15天以前发布,https://bj.lianjia.com/ershoufang/101125967313.html
鲁能7号院溪园,2室1厅,85.91,南,精装,低楼层(共14层),板楼,229.0,26656,6, 8天以前发布,https://bj.lianjia.com/ershoufang/101122268926.html
甜水园东里,1室1厅,41.06,南 北,简装,高楼层(共6层),板楼,222.0,54068,10, 8天以前发布,https://bj.lianjia.com/ershoufang/101123015669.html
倒座庙,1室1厅,45.89,南 北,精装,中楼层(共6层),板楼,449.0,97843,4, 20天以前发布,https://bj.lianjia.com/ershoufang/101123675284.html
海华堂,2室1厅,87.55,西南 东北,简装,高楼层(共33层),塔楼,480.0,54826,21, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123554692.html
逸成东苑,2室1厅,75.19,东南,精装,22层,2003年,696.0,92566,33, 6个月以前发布,https://bj.lianjia.com/ershoufang/101126068160.html
四季怡园北区,2室1厅,69.53,东 南 北,精装,中楼层(共20层),2018年,256.0,36819,2, 17天以前发布,https://bj.lianjia.com/ershoufang/101125978573.html
静源居,2室1厅,107.14,西,精装,低楼层(共23层),2002年,950.0,88670,10, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
海运仓小区,1室1厅,47.95,南,精装,中楼层(共7层),板楼,515.0,107404,11, 22天以前发布,https://bj.lianjia.com/ershoufang/101125482581.html
金隅丽景园,2室1厅,68.96,东,简装,28层,2009年,220.0,31903,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122528087.html
国美第一城3号院,2室2厅,79.52,东北,精装,27层,2007年,395.0,49674,50, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125683470.html
海淀路小区,2室1厅,43.9,东,精装,5层,板楼,380.0,86561,37, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
万科城市花园,3室2厅,108.3,南 北,简装,底层(共5层),板楼,430.0,39705,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124901409.html
世纪东方城北区,1室1厅,72.95,南,精装,中楼层(共11层),板楼,385.0,52776,43, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125102756.html
新华街一里,3室1厅,68.72,南 北,简装,低楼层(共6层),板楼,299.0,43510,87, 7个月以前发布,https://bj.lianjia.com/ershoufang/101126099201.html
天通西苑三区,3室2厅,173.58,南 北,简装,中楼层(共13层),2003年,515.0,29670,21, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125428490.html
城建上河湾北区,3室1厅,82.89,南 北,精装,中楼层(共14层),板塔结合,152.0,18338,2, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126073196.html
三不老胡同,1室0厅,13.79,东,简装,底层(共1层),暂无数据,238.0,172589,8, 19天以前发布,https://bj.lianjia.com/ershoufang/101125079024.html
银枫家园,1室1厅,95.91,东南,简装,中楼层(共26层),2003年,405.0,42228,28, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122877521.html
龙鼎园,2室2厅,91.62,南 北,精装,中楼层(共11层),板楼,299.0,32635,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124786625.html
首座御园二区二期,2室1厅,92.66,南 北,简装,低楼层(共13层),板塔结合,309.0,33348,0, 15天以前发布,https://bj.lianjia.com/ershoufang/101125157190.html
京棉新城三厂,2室1厅,88.09,南,精装,中楼层(共24层),2011年,458.0,51993,6, 28天以前发布,https://bj.lianjia.com/ershoufang/101126032833.html
天伦北里,3室2厅,157.93,南,简装,中楼层(共19层),塔楼,936.0,59267,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101123178235.html
东卫城,2室2厅,116.27,西,精装,高楼层(共26层),塔楼,420.0,36123,1, 19天以前发布,https://bj.lianjia.com/ershoufang/101124128440.html
安苑北里,2室2厅,69.63,东南,精装,低楼层(共25层),2000年,465.0,66782,40, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124994033.html
广安门内大街,2室1厅,57.82,南 北,精装,中楼层(共6层),1980年,509.0,88032,49, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123085193.html
京棉新城三厂,2室1厅,92.43,东南 北,简装,高楼层(共28层),2015年,465.0,50309,2, 27天以前发布,https://bj.lianjia.com/ershoufang/101125736794.html
左安浦园,1室0厅,39.01,北,精装,高楼层(共18层),2004年,325.0,83312,40, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122808783.html
富力丹麦小镇D区,2室2厅,99.3,南,精装,8层,板楼,230.0,23163,22, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125432229.html
北太平路16号院,3室2厅,132.72,南 北,简装,低楼层(共11层),板楼,1239.0,93355,35, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
东柳西里,1室1厅,35.63,南,简装,5层,板楼,135.0,37890,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124901409.html
先锋公寓,3室1厅,134.65,西 东北,简装,中楼层(共15层),2003年,273.0,20275,25, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125890534.html
都会华庭,2室1厅,94.02,西南,简装,低楼层(共30层),2001年,498.0,52968,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123978926.html
甘家口小区,1室1厅,45.5,东南,精装,高楼层(共9层),1996年,369.0,81099,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124524847.html
东柳西里,1室1厅,35.63,南,简装,5层,板楼,135.0,37890,26, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125110843.html
富力丹麦小镇D区,2室2厅,99.3,南,精装,8层,板楼,230.0,23163,22, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124128440.html
左安浦园,1室0厅,39.01,北,精装,高楼层(共18层),2004年,325.0,83312,40, 3个月以前发布,https://bj.lianjia.com/ershoufang/101122971758.html
先锋公寓,3室1厅,134.65,西 东北,简装,中楼层(共15层),2003年,273.0,20275,25, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125051968.html
都会华庭,2室1厅,94.02,西南,简装,低楼层(共30层),2001年,498.0,52968,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124524847.html
华严北里小区,1室1厅,44.93,南,简装,顶层(共6层),板楼,248.0,55197,32, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123797756.html
天通西苑二区,3室1厅,154.63,南 北,简装,低楼层(共32层),塔楼,350.0,22635,85, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123989989.html
远洋天地三期,1室1厅,80.81,东,精装,低楼层(共24层),2004年,456.0,56429,14, 2个月以前发布,https://bj.lianjia.com/ershoufang/101122868527.html
通惠家园,2室1厅,85.01,东南,精装,22层,塔楼,470.0,55288,41, 3个月以前发布,https://bj.lianjia.com/ershoufang/101123707011.html
靛厂锦园,2室1厅,86.67,南 北,精装,低楼层(共9层),板楼,399.0,46037,44, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125432229.html
银枫家园,1室1厅,95.91,东南,简装,中楼层(共26层),2003年,405.0,42228,28, 4个月以前发布,https://bj.lianjia.com/ershoufang/101122384159.html
天朗园,3室1厅,163.96,东 南 北,简装,中楼层(共31层),2005年,840.0,51233,5, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124454262.html
天伦锦城,1室2厅,57.91,南 北,精装,低楼层(共10层),2006年,225.0,38854,21, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125750040.html
长阳半岛2号院,2室1厅,87.65,南 北,精装,低楼层(共28层),2012年,295.0,33657,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101118368869.html
加州水郡三期,1室1厅,58.66,南,精装,中楼层(共15层),2009年,139.0,23696,27, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123103452.html
龙湖香醍漫步二区,2室1厅,100.36,南 北,毛坯,6层,2009年,309.0,30790,7, 7个月以前发布,https://bj.lianjia.com/ershoufang/101122632002.html
富强西里,3室1厅,68.91,南 北,简装,顶层(共5层),板楼,183.0,26557,11, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126074146.html
和景园,2室1厅,99.61,东,简装,低楼层(共9层),板楼,670.0,67263,13, 17天以前发布,https://bj.lianjia.com/ershoufang/101123502639.html
万泉寺南里,1室1厅,52.87,南 北,其他,中楼层(共4层),板楼,236.0,44638,8, 23天以前发布,https://bj.lianjia.com/ershoufang/101124331167.html
怡然世家,1室1厅,51.86,南,简装,28层,2013年,175.0,33745,3, 5个月以前发布,https://bj.lianjia.com/ershoufang/101122384159.html
珠光逸景二期,2室1厅,74.38,南 北,简装,底层(共6层),2013年,228.0,30654,6, 26天以前发布,https://bj.lianjia.com/ershoufang/101125636925.html
永乐西区,2室1厅,60.52,南,简装,中楼层(共6层),1988年,228.0,37674,44, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125750040.html
天通苑中苑,3室1厅,146.53,南 北,精装,中楼层(共11层),板楼,678.0,46271,59, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124994033.html
中海紫御公馆,2室1厅,61.63,西北,精装,中楼层(共22层),板塔结合,619.0,100439,55, 7个月以前发布,https://bj.lianjia.com/ershoufang/101123816459.html
南海雅苑南区,2室1厅,75.88,东,精装,高楼层(共16层),2015年,205.0,27017,25, 4个月以前发布,https://bj.lianjia.com/ershoufang/101120515255.html
首创紫悦台,2室1厅,75.15,南 北,精装,低楼层(共24层),2017年,218.0,29009,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123015782.html
龙华园,2室1厅,71.91,南 北,精装,6层,板楼,325.0,45196,87, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126107936.html
世界名园北区,3室2厅,140.01,南 北,精装,中楼层(共10层),2011年,177.0,12642,5, 31天以前发布,https://bj.lianjia.com/ershoufang/101125118168.html
朝丰家园8号院,2室1厅,77.6,南 北,精装,底层(共18层),2009年,258.0,33248,33, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123442697.html
北太平路16号院,3室2厅,132.72,南 北,简装,低楼层(共11层),板楼,1239.0,93355,35, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124583076.html
西井小区二区,2室1厅,49.53,南 北,简装,顶层(共5层),1982年,156.0,31497,49, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123841925.html
西钓鱼台嘉园,3室2厅,130.84,南,精装,高楼层(共17层),板塔结合,1599.0,122211,37, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125964824.html
金汉绿港四区,3室2厅,168.58,南 北,简装,中楼层(共20层),2010年,510.0,30253,13, 23天以前发布,https://bj.lianjia.com/ershoufang/101126076556.html
非常生活,1室0厅,41.75,北,简装,23层,2004年,236.0,56527,3, 24天以前发布,https://bj.lianjia.com/ershoufang/101124234493.html
滨河东里南区,2室1厅,54.98,东 南,简装,中楼层(共6层),板楼,168.0,30557,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101126067584.html
上地南路6号院,2室1厅,87.94,南 北,简装,底层(共7层),1998年,660.0,75052,69, 11个月以前发布,https://bj.lianjia.com/ershoufang/101125274944.html
飘HOME,1室1厅,59.89,西,简装,低楼层(共25层),2004年,288.0,48089,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124810368.html
汇园公寓,2室2厅,107.92,南 北,精装,低楼层(共15层),1990年,770.0,71350,25, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125864018.html
北京风景65号院,3室1厅,104.29,南 北,精装,高楼层(共6层),板楼,416.0,39889,6, 11天以前发布,https://bj.lianjia.com/ershoufang/101123102756.html
天赐良园东三期A区,2室1厅,89.8,南 北,简装,顶层(共6层),板楼,308.0,34299,22, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125977751.html
富力丹麦小镇A区,7室2厅,370.42,南 北,简装,2层,板楼,950.0,25647,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123390851.html
静安里,3室1厅,61.37,南 北,简装,高楼层(共12层),1985年,388.0,63224,115, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124221650.html
龙腾苑二区,3室1厅,117.69,南 北,简装,6层,板楼,636.0,54041,21, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123873119.html
金家村1号院,2室1厅,56.04,南 北,精装,低楼层(共6层),板楼,299.0,53355,24, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123442697.html
蔚园,2室1厅,64.12,南 北,简装,顶层(共6层),板楼,189.0,29476,28, 29天以前发布,https://bj.lianjia.com/ershoufang/101125899492.html
国美第一城3号院,2室2厅,79.52,东北,精装,27层,2007年,395.0,49674,50, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125232814.html
永翌公馆,1室1厅,71.06,西,精装,高楼层(共25层),2011年,460.0,64735,14, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125596388.html
管庄西里,2室1厅,64.95,南 北,精装,中楼层(共6层),板楼,315.0,48499,11, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124455191.html
芳群公寓,3室1厅,148.01,南,简装,低楼层(共31层),2000年,698.0,47159,36, 7个月以前发布,https://bj.lianjia.com/ershoufang/101122528087.html
海淀路小区,2室1厅,43.9,东,精装,5层,板楼,380.0,86561,37, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125939764.html
世纪东方城北区,1室1厅,72.95,南,精装,中楼层(共11层),板楼,385.0,52776,43, 3个月以前发布,https://bj.lianjia.com/ershoufang/101120755938.html
新华街一里,3室1厅,68.72,南 北,简装,低楼层(共6层),板楼,299.0,43510,87, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125820618.html
太阳公元北区,4室2厅,219.87,南 北,精装,中楼层(共22层),2011年,3120.0,141903,19, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124417534.html
融泽嘉园西二路2号院,2室1厅,87.13,南 北,精装,34层,2016年,485.0,55664,9, 24天以前发布,https://bj.lianjia.com/ershoufang/101125482581.html
金汉绿港三区,3室2厅,95.12,南 北,简装,高楼层(共18层),2009年,318.0,33432,35, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126109023.html
农光里,1室1厅,48.05,南,简装,高楼层(共24层),1996年,269.0,55984,23, 11个月以前发布,https://bj.lianjia.com/ershoufang/101126025517.html
