地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
中塔园,2室1厅,56.86,东 西,简装,顶层(共6层),板楼,403.0,70876,57, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125386724.html
来北家园,1室1厅,54.1,南,简装,中楼层(共16层),2021年,248.0,45842,4, 11天以前发布,https://bj.lianjia.com/ershoufang/101123941528.html
天月园,3室2厅,158.63,南 北,精装,高楼层(共18层),板楼,1378.0,86869,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101115039557.html
世纪龙祥嘉园,2室1厅,92.07,南 北,精装,高楼层(共15层),板楼,510.0,55393,52, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124457341.html
安苑北里,2室2厅,69.63,东南,精装,低楼层(共25层),2000年,465.0,66782,40, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126032833.html
东卫城,2室2厅,116.27,西,精装,高楼层(共26层),塔楼,420.0,36123,1, 19天以前发布,https://bj.lianjia.com/ershoufang/101126111837.html
白家庄东里,3室1厅,80.31,南 北,简装,高楼层(共15层),板楼,477.0,59395,79, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125279185.html
和平街十一区,2室1厅,63.17,东 西 北,精装,5层,1958年,465.0,73611,12, 10天以前发布,https://bj.lianjia.com/ershoufang/101124665369.html
金隅美和园,2室2厅,83.6,南 北,精装,高楼层(共9层),2009年,568.0,67943,40, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125386724.html
双林苑,2室1厅,93.62,南 北,简装,中楼层(共6层),2009年,413.0,44115,43, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125157190.html
复兴路30号院,3室1厅,65.2,东 南,其他,高楼层(共16层),板塔结合,505.0,77454,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125819019.html
帅府园二期,2室2厅,86.64,南,精装,高楼层(共21层),板楼,537.0,61981,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124903744.html
天堂河南区,1室1厅,43.39,南,精装,中楼层(共4层),板楼,95.0,21895,17, 28天以前发布,https://bj.lianjia.com/ershoufang/101125612731.html
和平街十一区,2室1厅,60.12,南 北,简装,6层,1979年,376.0,62542,46, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125887153.html
天伦北里,3室2厅,157.93,南,简装,中楼层(共19层),塔楼,936.0,59267,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101124717137.html
京棉新城三厂,2室1厅,88.09,南,精装,中楼层(共24层),2011年,458.0,51993,6, 28天以前发布,https://bj.lianjia.com/ershoufang/101125528932.html
首座御园二区二期,2室1厅,92.66,南 北,简装,低楼层(共13层),板塔结合,309.0,33348,0, 15天以前发布,https://bj.lianjia.com/ershoufang/101125258229.html
瑞丽江畔,2室1厅,71.53,西,精装,21层,2005年,429.0,59975,12, 30天以前发布,https://bj.lianjia.com/ershoufang/101126088623.html
润泽公馆,2室2厅,107.34,南,精装,中楼层(共24层),2013年,850.0,79188,60, 4个月以前发布,https://bj.lianjia.com/ershoufang/101123632142.html
东泽园,2室1厅,75.6,南,简装,高楼层(共21层),2011年,297.0,39286,6, 4天以前发布,https://bj.lianjia.com/ershoufang/101125994567.html
工体南路,2室1厅,40.99,南 北,简装,中楼层(共5层),板楼,285.0,69530,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101123462841.html
冠城名敦道B区,3室2厅,179.31,南 北,精装,低楼层(共27层),板楼,2080.0,116001,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126121177.html
常楹公元,2室1厅,83.37,南,精装,中楼层(共25层),板塔结合,639.0,76647,86, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125718892.html
万科新里程59号院,3室2厅,108.15,南 北,精装,底层(共9层),板楼,479.0,44291,3, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125762950.html
静安东里,3室1厅,72.63,南 北,简装,低楼层(共6层),1983年,450.0,61958,20, 14天以前发布,https://bj.lianjia.com/ershoufang/101126101157.html
燕莎后,3室2厅,138.64,南 北,精装,低楼层(共12层),2006年,1010.0,72851,18, 12天以前发布,https://bj.lianjia.com/ershoufang/101123203940.html
农展南里,1室1厅,44.26,南 北,简装,高楼层(共15层),板楼,320.0,72301,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123006044.html
长阳半岛1号院,2室1厅,88.19,西南 北,精装,高楼层(共21层),2012年,299.0,33905,11, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124333097.html
德茂小区,2室1厅,54.18,南 北,精装,低楼层(共6层),板楼,186.0,34331,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126147058.html
西马金润一区,1室1厅,60.2,南 北,简装,中楼层(共12层),2006年,315.0,52326,7, 28天以前发布,https://bj.lianjia.com/ershoufang/101125473898.html
金泰丽湾悦栖山,3室2厅,131.7,南 北,精装,19层,板楼,465.0,35308,6, 14天以前发布,https://bj.lianjia.com/ershoufang/101123392354.html
杨庄小区,2室1厅,65.53,南 北,精装,顶层(共6层),板楼,183.0,27927,63, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126102586.html
国惠村,2室1厅,83.73,南 北,简装,中楼层(共14层),2013年,259.0,30933,9, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124283640.html
