地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
天通苑东二区,3室1厅,146.08,西南,简装,高楼层(共7层),2001年,329.0,22522,47, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126076556.html
居善园,1室0厅,46.25,西,简装,低楼层(共18层),板楼,85.0,18379,3, 6个月以前发布,https://bj.lianjia.com/ershoufang/101125128402.html
龙泽苑东区,3室1厅,121.8,东 西,简装,6层,板楼,485.0,39820,8, 6天以前发布,https://bj.lianjia.com/ershoufang/101125925882.html
和平街十一区,2室1厅,60.12,南 北,简装,6层,1979年,376.0,62542,46, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125386724.html
双林苑,2室1厅,93.62,南 北,简装,中楼层(共6层),2009年,413.0,44115,43, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123941528.html
棕榈泉国际公寓,3室2厅,179.58,南 西,精装,中楼层(共30层),2004年,1660.0,92438,58, 4个月以前发布,https://bj.lianjia.com/ershoufang/101115039557.html
观湖国际,3室2厅,189.01,南 北,精装,中楼层(共26层),2005年,1680.0,88885,92, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125507566.html
隆盛园,2室1厅,82.74,南 北,简装,顶层(共6层),板塔结合,123.0,14866,29, 一年前发布,https://bj.lianjia.com/ershoufang/101126264276.html
和平街十一区,2室1厅,63.17,东 西 北,精装,5层,1958年,465.0,73611,12, 10天以前发布,https://bj.lianjia.com/ershoufang/101124786625.html
金隅美和园,2室2厅,83.6,南 北,精装,高楼层(共9层),2009年,568.0,67943,40, 1个月以前发布,https://bj.lianjia.com/ershoufang/101121974367.html
科委宿舍,2室1厅,49.9,南 北,精装,中楼层(共14层),1985年,500.0,100201,8, 26天以前发布,https://bj.lianjia.com/ershoufang/101125157190.html
苹果派,2室1厅,83.2,西南,精装,中楼层(共11层),2007年,455.0,54688,15, 5天以前发布,https://bj.lianjia.com/ershoufang/101124081018.html
瑞丽江畔,2室1厅,71.53,西,精装,21层,2005年,429.0,59975,12, 30天以前发布,https://bj.lianjia.com/ershoufang/101125887153.html
龙鼎园,2室2厅,91.62,南 北,精装,中楼层(共11层),板楼,299.0,32635,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126012274.html
天伦北里,3室2厅,157.93,南,简装,中楼层(共19层),塔楼,936.0,59267,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101124233206.html
万年花城一期,2室1厅,100.39,南,简装,高楼层(共16层),2005年,699.0,69629,16, 9个月以前发布,https://bj.lianjia.com/ershoufang/101126169768.html
政馨园二区,1室1厅,61.0,南,简装,中楼层(共19层),2004年,268.0,43935,11, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123064613.html
京棉新城三厂,2室1厅,88.09,南,精装,中楼层(共24层),2011年,458.0,51993,6, 28天以前发布,https://bj.lianjia.com/ershoufang/101125994567.html
海澜中苑,2室1厅,74.62,南 北,简装,顶层(共6层),板楼,343.0,45967,53, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124446946.html
京棉新城,2室1厅,73.97,东南,精装,低楼层(共32层),2006年,409.0,55293,36, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124386088.html
石韵浩庭,2室1厅,108.06,南 北,精装,中楼层(共15层),2004年,860.0,79586,26, 3个月以前发布,https://bj.lianjia.com/ershoufang/101118357061.html
东直门内大街,2室1厅,76.7,南,简装,中楼层(共16层),塔楼,776.0,101174,8, 24天以前发布,https://bj.lianjia.com/ershoufang/101125949937.html
兴政东里,1室1厅,67.97,南,精装,低楼层(共12层),2000年,160.0,23540,26, 一年前发布,https://bj.lianjia.com/ershoufang/101125887153.html
金色漫香苑,2室1厅,88.31,南 北,精装,中楼层(共7层),板楼,358.0,40540,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125870194.html
地坛北里,2室1厅,83.51,南 北,简装,低楼层(共14层),板塔结合,850.0,101785,14, 24天以前发布,https://bj.lianjia.com/ershoufang/101123632142.html
逸翠园,3室2厅,153.25,南 北,精装,中楼层(共9层),2006年,1275.0,83198,17, 19天以前发布,https://bj.lianjia.com/ershoufang/101125258229.html
京棉新城三厂,2室1厅,92.43,东南 北,简装,高楼层(共28层),2015年,465.0,50309,2, 27天以前发布,https://bj.lianjia.com/ershoufang/101124610305.html
崇文门东大街,2室1厅,60.69,南 北,精装,中楼层(共14层),板楼,519.0,85517,49, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124142445.html
凯盛家园,1室1厅,59.18,南 北,简装,中楼层(共10层),板塔结合,275.0,46469,8, 28天以前发布,https://bj.lianjia.com/ershoufang/101126054186.html
和谐家园一区,2室1厅,93.62,南 北,简装,6层,板楼,380.0,40590,9, 11天以前发布,https://bj.lianjia.com/ershoufang/101123756600.html
润泽公馆,2室2厅,107.34,南,精装,中楼层(共24层),2013年,850.0,79188,59, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125823752.html
驼房营南里,2室1厅,57.76,南 北,简装,高楼层(共6层),板楼,215.0,37223,24, 31天以前发布,https://bj.lianjia.com/ershoufang/101126046679.html
燕西华府,2室1厅,81.5,东 南 北,简装,低楼层(共6层),2015年,257.0,31534,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125780959.html
