地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
阳光邑上,2室1厅,85.62,南 北,简装,顶层(共6层),2011年,298.0,34805,3, 13天以前发布,https://bj.lianjia.com/ershoufang/101124665369.html
中塔园,2室1厅,56.86,东 西,简装,顶层(共6层),板楼,403.0,70876,57, 6个月以前发布,https://bj.lianjia.com/ershoufang/101123941528.html
南湖东园二区,1室1厅,58.71,南 北,简装,顶层(共6层),板楼,285.0,48544,30, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124964955.html
天月园,3室2厅,158.63,南 北,精装,高楼层(共18层),板楼,1378.0,86869,12, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125507566.html
益星园,2室2厅,108.68,南 北,简装,高楼层(共10层),板楼,760.0,69931,82, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123066316.html
西罗园四区,1室1厅,68.07,西南,简装,高楼层(共18层),塔楼,319.0,46864,8, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123390851.html
京投银泰万科西华府,3室2厅,138.95,南 北,精装,低楼层(共20层),板楼,860.0,61893,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125274944.html
静安里,3室1厅,61.37,南 北,简装,高楼层(共12层),1985年,388.0,63224,114, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125289352.html
富力丹麦小镇A区,7室2厅,370.42,南 北,简装,2层,板楼,950.0,25647,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126070062.html
蔚园,2室1厅,64.12,南 北,简装,顶层(共6层),板楼,189.0,29476,28, 29天以前发布,https://bj.lianjia.com/ershoufang/101124386374.html
京贸国际公寓,3室2厅,129.59,西南,精装,高楼层(共24层),2004年,408.0,31484,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124583076.html
芳城园一区,3室1厅,176.46,北,简装,高楼层(共19层),1999年,675.0,38253,110, 5个月以前发布,https://bj.lianjia.com/ershoufang/101125341614.html
康泽佳苑南区,2室1厅,52.7,南,简装,18层,2014年,188.0,35674,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101124569893.html
紫金新干线,1室0厅,46.61,南,精装,高楼层(共9层),2009年,293.0,62863,14, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124869365.html
澜西园四区,2室1厅,83.55,南 北,简装,低楼层(共11层),2013年,209.0,25015,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124903744.html
甘露晴苑,3室1厅,103.51,东南 南,简装,高楼层(共22层),2001年,568.0,54874,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125541141.html
佳慧雅园,2室1厅,78.35,西南,简装,低楼层(共16层),2008年,990.0,126357,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126006403.html
人定湖西里,2室1厅,53.3,南 北,精装,中楼层(共4层),板楼,670.0,125704,21, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124964048.html
逸成东苑,3室1厅,88.96,东南,简装,17层,2003年,899.0,101057,26, 23天以前发布,https://bj.lianjia.com/ershoufang/101126063932.html
地坛北里,2室1厅,83.51,南 北,简装,低楼层(共14层),板塔结合,850.0,101785,14, 24天以前发布,https://bj.lianjia.com/ershoufang/101125949937.html
福城国际公寓,2室2厅,107.32,南 北,简装,高楼层(共15层),2008年,160.0,14909,1, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125870194.html
凯盛家园,1室1厅,59.18,南 北,简装,中楼层(共10层),板塔结合,275.0,46469,8, 28天以前发布,https://bj.lianjia.com/ershoufang/101124708610.html
泰晤士印象,3室1厅,102.59,南 北,精装,中楼层(共14层),板塔结合,185.0,18033,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101122918808.html
白家庄东里,3室1厅,80.31,南 北,简装,高楼层(共15层),板楼,477.0,59395,79, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126275549.html
华瀚福园D区,3室1厅,64.12,东 南 北,精装,18层,板楼,245.0,38210,14, 12天以前发布,https://bj.lianjia.com/ershoufang/101125528932.html
科育小区,2室1厅,46.8,南 北,简装,中楼层(共5层),2008年,596.0,127351,50, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124717137.html
润泽公馆,2室2厅,107.34,南,精装,中楼层(共24层),2013年,850.0,79188,59, 4个月以前发布,https://bj.lianjia.com/ershoufang/101126107888.html
东泽园,2室1厅,75.6,南,简装,高楼层(共21层),2011年,297.0,39286,5, 4天以前发布,https://bj.lianjia.com/ershoufang/101123646130.html
工体南路,2室1厅,40.99,南 北,简装,中楼层(共5层),板楼,285.0,69530,3, 16天以前发布,https://bj.lianjia.com/ershoufang/101125867808.html
冠城名敦道B区,3室2厅,179.31,南 北,精装,低楼层(共27层),板楼,2080.0,116001,6, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123163156.html
常楹公元,2室1厅,83.37,南,精装,中楼层(共25层),板塔结合,639.0,76647,86, 5个月以前发布,https://bj.lianjia.com/ershoufang/101123860125.html
万科新里程59号院,3室2厅,108.15,南 北,精装,底层(共9层),板楼,479.0,44291,3, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126002040.html
静安东里,3室1厅,72.63,南 北,简装,低楼层(共6层),1983年,450.0,61958,20, 14天以前发布,https://bj.lianjia.com/ershoufang/101124475858.html
燕莎后,3室2厅,138.64,南 北,精装,低楼层(共12层),2006年,1010.0,72851,18, 12天以前发布,https://bj.lianjia.com/ershoufang/101125035335.html
