地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
建欣苑六里,3室1厅,112.43,南 北,精装,高楼层(共6层),2007年,610.0,54256,4, 16天以前发布,https://bj.lianjia.com/ershoufang/101124974891.html
北环里小区,3室1厅,71.18,南 北,简装,底层(共5层),1984年,203.88,28643,8, 31天以前发布,https://bj.lianjia.com/ershoufang/101124571693.html
北京机床研究所家属楼,2室1厅,56.94,南 北,其他,顶层(共5层),1980年,59.0,10362,6, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125620659.html
北京新天地三期,1室1厅,68.86,东北,简装,低楼层(共28层),2009年,290.0,42115,13, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125286548.html
瑞都国际南区,1室1厅,65.04,西 北,精装,低楼层(共24层),2005年,229.0,35210,25, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126089510.html
天通苑北三区,4室2厅,168.37,南 北,简装,高楼层(共7层),板楼,428.0,25421,11, 15天以前发布,https://bj.lianjia.com/ershoufang/101123981878.html
DBC加州小镇,1室0厅,42.37,南,简装,中楼层(共11层),2005年,155.0,36583,10, 14天以前发布,https://bj.lianjia.com/ershoufang/101124956436.html
安慧里一区,2室1厅,79.03,南 北 西,精装,低楼层(共18层),1991年,505.0,63900,99, 4个月以前发布,https://bj.lianjia.com/ershoufang/101125573121.html
阳光上东,3室1厅,189.69,南 北 东,精装,底层(共9层),2008年,1368.0,72118,92, 7个月以前发布,https://bj.lianjia.com/ershoufang/101122365144.html
南平里,2室1厅,62.21,南 北,精装,高楼层(共6层),板楼,180.0,28935,17, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125118168.html
宾阳北里,3室2厅,87.16,南 北,精装,中楼层(共6层),板楼,169.0,19390,1, 23天以前发布,https://bj.lianjia.com/ershoufang/101124717792.html
海特花园西区,2室2厅,92.85,南 北,精装,中楼层(共7层),1995年,355.0,38234,14, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125749797.html
太平桥西里,2室1厅,69.28,南,简装,低楼层(共16层),塔楼,388.0,56005,20, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125128402.html
达富苑,2室2厅,103.31,南 北,简装,中楼层(共7层),板楼,345.0,33395,38, 8个月以前发布,https://bj.lianjia.com/ershoufang/101124233206.html
田家园小区,1室0厅,37.82,南 北,简装,高楼层(共6层),2005年,65.0,17187,1, 15天以前发布,https://bj.lianjia.com/ershoufang/101124720778.html
蜂鸟家园,1室0厅,51.68,北,精装,顶层(共14层),2004年,598.0,115713,4, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126079060.html
仓房小区,2室1厅,65.9,南 北,简装,中楼层(共6层),板楼,102.0,15478,5, 10个月以前发布,https://bj.lianjia.com/ershoufang/101125612731.html
葡东小区,2室1厅,68.75,南 北,精装,中楼层(共6层),板楼,199.0,28946,18, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125541141.html
东卫城,2室2厅,116.27,西,精装,高楼层(共26层),塔楼,420.0,36123,1, 19天以前发布,https://bj.lianjia.com/ershoufang/101126032833.html
京棉新城三厂,2室1厅,88.09,南,精装,中楼层(共24层),2011年,458.0,51993,6, 28天以前发布,https://bj.lianjia.com/ershoufang/101126006403.html
天伦北里,3室2厅,157.93,南,简装,中楼层(共19层),塔楼,936.0,59267,15, 19天以前发布,https://bj.lianjia.com/ershoufang/101126264276.html
龙鼎园,2室2厅,91.62,南 北,精装,中楼层(共11层),板楼,299.0,32635,15, 2个月以前发布,https://bj.lianjia.com/ershoufang/101121974367.html
苹果派,2室1厅,83.2,西南,精装,中楼层(共11层),2007年,455.0,54688,15, 5天以前发布,https://bj.lianjia.com/ershoufang/101124610305.html
政馨园二区,1室1厅,61.0,南,简装,中楼层(共19层),2004年,268.0,43935,11, 2个月以前发布,https://bj.lianjia.com/ershoufang/101126077554.html
万年花城一期,2室1厅,100.39,南,简装,高楼层(共16层),2005年,699.0,69629,16, 9个月以前发布,https://bj.lianjia.com/ershoufang/101125149570.html
金色漫香苑,2室1厅,88.31,南 北,精装,中楼层(共7层),板楼,358.0,40540,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101124386088.html
青秀城,2室1厅,88.4,南 北,简装,低楼层(共20层),2011年,480.0,54299,86, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125964890.html
兴政东里,1室1厅,67.97,南,精装,低楼层(共12层),2000年,160.0,23540,26, 一年前发布,https://bj.lianjia.com/ershoufang/101125704363.html
白檀小区,2室1厅,89.84,南 北,简装,6层,暂无数据,150.0,16697,0, 12天以前发布,https://bj.lianjia.com/ershoufang/101126101157.html
海澜中苑,2室1厅,74.62,南 北,简装,顶层(共6层),板楼,343.0,45967,53, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126173105.html
周庄子家园,2室1厅,79.61,南,精装,高楼层(共28层),2019年,570.0,71600,1, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123646130.html
建新南区,3室1厅,71.88,南 北,精装,6层,1987年,319.0,44380,6, 18天以前发布,https://bj.lianjia.com/ershoufang/101126121177.html
石韵浩庭,2室1厅,108.06,南 北,精装,中楼层(共15层),2004年,860.0,79586,26, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125472991.html
