地址,户型,面积,朝向,装修,楼层,购买时间,总价,单价,关注度,发布时间,链接
建欣苑六里,3室1厅,112.43,南 北,精装,高楼层(共6层),2007年,610.0,54256,4, 16天以前发布,https://bj.lianjia.com/ershoufang/101125888287.html
北环里小区,3室1厅,71.18,南 北,简装,底层(共5层),1984年,203.88,28643,8, 31天以前发布,https://bj.lianjia.com/ershoufang/101121660266.html
北京机床研究所家属楼,2室1厅,56.94,南 北,其他,顶层(共5层),1980年,59.0,10362,6, 7个月以前发布,https://bj.lianjia.com/ershoufang/101125290187.html
冠城大通澜石,3室1厅,120.47,南 北,精装,中楼层(共26层),2012年,1398.0,116046,17, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124748544.html
蔚园,2室1厅,64.12,南 北,简装,顶层(共6层),板楼,189.0,29476,28, 29天以前发布,https://bj.lianjia.com/ershoufang/101125864018.html
京贸国际公寓,3室2厅,129.59,西南,精装,高楼层(共24层),2004年,408.0,31484,20, 1个月以前发布,https://bj.lianjia.com/ershoufang/101123442697.html
芳城园一区,3室1厅,176.46,北,简装,高楼层(共19层),1999年,675.0,38253,110, 5个月以前发布,https://bj.lianjia.com/ershoufang/101124748544.html
康泽佳苑南区,2室1厅,52.7,南,简装,18层,2014年,188.0,35674,4, 17天以前发布,https://bj.lianjia.com/ershoufang/101124583076.html
紫金新干线,1室0厅,46.61,南,精装,高楼层(共9层),2009年,293.0,62863,14, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125341614.html
甘露晴苑,3室1厅,103.51,东南 南,简装,高楼层(共22层),2001年,568.0,54874,18, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124569893.html
佳慧雅园,2室1厅,78.35,西南,简装,低楼层(共16层),2008年,990.0,126357,27, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124869365.html
人定湖西里,2室1厅,53.3,南 北,精装,中楼层(共4层),板楼,670.0,125704,21, 6个月以前发布,https://bj.lianjia.com/ershoufang/101124903744.html
逸成东苑,3室1厅,88.96,东南,简装,17层,2003年,899.0,101057,26, 23天以前发布,https://bj.lianjia.com/ershoufang/101125541141.html
加州水郡三期,1室1厅,53.78,南,简装,高楼层(共14层),2010年,129.0,23987,16, 19天以前发布,https://bj.lianjia.com/ershoufang/101126006403.html
太平桥西里,2室1厅,69.28,南,简装,低楼层(共16层),塔楼,388.0,56005,20, 3个月以前发布,https://bj.lianjia.com/ershoufang/101126088623.html
东卫城,2室2厅,116.27,西,精装,高楼层(共26层),塔楼,420.0,36123,1, 19天以前发布,https://bj.lianjia.com/ershoufang/101124446946.html
安苑北里,2室2厅,69.63,东南,精装,低楼层(共25层),2000年,465.0,66782,40, 2个月以前发布,https://bj.lianjia.com/ershoufang/101124386088.html
白家庄东里,3室1厅,80.31,南 北,简装,高楼层(共15层),板楼,477.0,59395,79, 2个月以前发布,https://bj.lianjia.com/ershoufang/101118357061.html
世纪新景,3室1厅,184.08,南 北,简装,中楼层(共18层),板楼,1730.0,93981,21, 2个月以前发布,https://bj.lianjia.com/ershoufang/101125949937.html
京棉新城三厂,2室1厅,92.43,东南 北,简装,高楼层(共28层),2015年,465.0,50309,2, 27天以前发布,https://bj.lianjia.com/ershoufang/101125887153.html
崇文门东大街,2室1厅,60.69,南 北,精装,中楼层(共14层),板楼,519.0,85517,49, 3个月以前发布,https://bj.lianjia.com/ershoufang/101125870194.html
凯盛家园,1室1厅,59.18,南 北,简装,中楼层(共10层),板塔结合,275.0,46469,8, 28天以前发布,https://bj.lianjia.com/ershoufang/101123632142.html
和谐家园一区,2室1厅,93.62,南 北,简装,6层,板楼,380.0,40590,9, 11天以前发布,https://bj.lianjia.com/ershoufang/101125258229.html
润泽公馆,2室2厅,107.34,南,精装,中楼层(共24层),2013年,850.0,79188,60, 4个月以前发布,https://bj.lianjia.com/ershoufang/101124610305.html
驼房营南里,2室1厅,57.76,南 北,简装,高楼层(共6层),板楼,215.0,37223,24, 31天以前发布,https://bj.lianjia.com/ershoufang/101124142445.html
燕西华府,2室1厅,81.5,东 南 北,简装,低楼层(共6层),2015年,257.0,31534,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101126054186.html
白檀小区,2室1厅,89.84,南 北,简装,6层,暂无数据,150.0,16697,0, 12天以前发布,https://bj.lianjia.com/ershoufang/101123756600.html
青秀城,2室1厅,88.4,南 北,简装,低楼层(共20层),2011年,480.0,54299,86, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124364955.html
和光里,3室1厅,110.29,南 北,简装,低楼层(共10层),板楼,520.0,47149,7, 1个月以前发布,https://bj.lianjia.com/ershoufang/101125149570.html
康宜家园北区,2室1厅,68.81,南 北,精装,底层(共17层),2015年,175.0,25433,9, 3个月以前发布,https://bj.lianjia.com/ershoufang/101124892739.html
理想家园,2室1厅,71.16,东南,简装,25层,塔楼,245.0,34430,16, 2个月以前发布,https://bj.lianjia.com/ershoufang/101123064613.html
迎曦园,2室1厅,92.0,南 西,精装,高楼层(共21层),塔楼,488.0,53044,10, 17天以前发布,https://bj.lianjia.com/ershoufang/101123178235.html
丽景长安二期,1室1厅,62.35,西,精装,低楼层(共27层),2015年,209.0,33521,23, 5个月以前发布,https://bj.lianjia.com/ershoufang/101126275549.html
万国城MOMA,2室1厅,96.87,西北,精装,中楼层(共27层),塔楼,1020.0,105296,11, 23天以前发布,https://bj.lianjia.com/ershoufang/101125994567.html
